time,date,group,obs,action,actor1,actor2,actor3,recipient1,recipient2,recipient3,context,response,agg_supp,intromission,pe,ejaculation,thrust_number,prox_10m_af,prox_10m_ef,prox_10m_all
12:24:10,3/26/2023,2,AK,M,M001,,,FUN,,,NA,NA,No Value,Intro,PE,NoEjac,4,0,0,2
12:25:10,3/26/2023,2,AK,M,M001,,,FUN,,,R,NA,No Value,Intro,PE,NA,6,1,0,2
12:26:54,3/26/2023,2,AK,M,M001,,,FUN,,,R,NA,No Value,Intro,PE,NA,7,3,2,3
12:28:18,3/26/2023,2,AK,M,M001,,,FUN,,,R,NA,No Value,NA,NA,NA,7,3,2,3
12:29:28,3/26/2023,2,AK,M,M001,,,FUN,,,R,NA,No Value,Intro,PE,NA,10,3,2,5
12:35:20,3/26/2023,2,AK,M,M001,,,FUN,,,R,NA,No Value,Intro,PE,Ejac,12,0,0,2
12:55:55,3/26/2023,2,AK,Ag,FUN,,,M228,M225,,NA,NA,RS,NA,NA,NA,No Value,No Value,No Value,No Value
13:04:25,3/26/2023,1,CC,M,M223,,,FUN,,,R,NA,No Value,NoIntro,NoPE,NoEjac,8,6,0,16
7:46:44,3/27/2023,1,CC,Ag,M090,,,JVUN,JVUN,JVUN,NA,NA,RS,NA,NA,NA,No Value,No Value,No Value,No Value
7:48:56,3/27/2023,2,AK,M,M055,,,JVMUN,,,Gr,NA,No Value,NA,NA,NA,9,0,0,0
7:50:54,3/27/2023,2,AK,M,M055,,,JVMUN,,,Gr,NA,No Value,NA,PE,NA,7,0,0,0
7:51:40,3/27/2023,2,AK,M,M055,,,JVMUN,,,Gr,NA,No Value,NoIntro,PE,NA,5,1,0,1
7:51:42,3/27/2023,1,CC,Ag,M037,M161,M143,M027,M013,M026,NA,NA,AS-RS,NA,NA,NA,No Value,No Value,No Value,No Value
7:53:19,3/27/2023,2,AK,M,M055,,,JVMUN,,,R,NA,No Value,NoIntro,PE,NoEjac,3,1,0,1
7:55:39,3/27/2023,1,CC,Ag,M026,M205,M252,FUN,,,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value
7:57:11,3/27/2023,2,AK,M,M055,,,JVMUN,,,Gr,NA,No Value,NA,PE,NA,3,2,0,3
8:01:32,3/27/2023,1,CC,M,M078,,,FUN,,,R,NA,No Value,Intro,PE,Ejac,8,34,3,51
8:03:45,3/27/2023,1,CC,Ag,M037,,,M013,M143,M076,NA,NA,RS,NA,NA,NA,No Value,No Value,No Value,No Value
8:04:34,3/27/2023,1,CC,M,M156,,,FUN,,,R,NA,No Value,Intro,PE,Ejac,11,36,3,52
8:04:55,3/27/2023,2,AK,M,M182,,,M264,,,Gr,NA,No Value,NA,PE,NA,5,8,NA,15
8:05:15,3/27/2023,2,AK,M,M182,,,M264,,,Gr,NA,No Value,NoIntro,PE,NoEjac,9,8,NA,12
8:05:25,3/27/2023,1,CC,M,M156,,,FUN,,,R,NA,No Value,Intro,PE,NoEjac,8,36,3,52
8:06:59,3/27/2023,2,AK,M,M182,,,M264,,,R,NA,No Value,NA,PE,NA,10,3,NA,5
8:18:47,3/27/2023,1,CC,Ag,M013,,,FUN,FUN,FUN,NA,NA,RS,NA,NA,NA,No Value,No Value,No Value,No Value
8:25:03,3/27/2023,1,CC,Ag,M101,,,FUN,FUN,,NA,NA,RS,NA,NA,NA,No Value,No Value,No Value,No Value
8:26:57,3/27/2023,2,AK,Ag,M041,M147,,M198,,,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value
8:38:08,3/27/2023,1,CC,Ag,M066,M143,,M223,M029,,NA,NA,AS-RS,NA,NA,NA,No Value,No Value,No Value,No Value
8:40:44,3/27/2023,2,AK,Ag,FUN,M163,,FUN,,,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value
8:49:16,3/27/2023,2,AK,Ag,M103,M007,,MUN,,,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value
9:22:01,3/27/2023,1,CC,M,M146,,,FUN,,,R,NA,No Value,NoIntro,NoPE,NoEjac,4,1,0,1
10:00:26,3/27/2023,2,AK,Ag,FUN,FUN,,M094,,,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value
10:04:52,3/27/2023,2,AK,Ag,M025,M009,,FUN,,,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value
10:16:45,3/27/2023,2,AK,Ag,M053,M020,,MUN,,,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value
10:27:14,3/27/2023,2,AK,M,M114,,,FUN,,,CoAg,NA,No Value,NoIntro,NoPE,NoEjac,5,5,1,9
10:45:07,3/27/2023,1,CC,Ag,M006,,,FUN,JVUN,,NA,NA,RS,NA,NA,NA,No Value,No Value,No Value,No Value
10:46:07,3/27/2023,1,CC,M,M194,,,FUN,,,Gr,NA,No Value,Intro,PE,NoEjac,7,8,0,11
10:46:44,3/27/2023,1,CC,M,M194,,,FUN,,,Gr,NA,No Value,Intro,PE,NoEjac,11,8,0,11
10:47:32,3/27/2023,1,CC,M,M194,,,FUN,,,Gr,NA,No Value,Intro,PE,NoEjac,22,8,0,11
10:48:10,3/27/2023,1,CC,M,M194,,,FUN,,,Gr,NA,No Value,Intro,PE,NoEjac,14,8,0,11
10:48:53,3/27/2023,1,CC,M,M194,,,FUN,,,Gr,NA,No Value,Intro,PE,Ejac,9,8,0,11
10:49:58,3/27/2023,1,CC,M,M224,,,FUN,,,R,NA,No Value,NA,PE,NoEjac,4,6,0,9
10:54:59,3/27/2023,1,CC,M,M133,,,FUN,,,R,NA,No Value,NA,NA,NA,NA,NA,NA,NA
10:58:10,3/27/2023,1,CC,M,M133,,,FUN,,,R,NA,No Value,Intro,PE,Ejac,7,12,1,15
11:01:56,3/27/2023,1,CC,M,M133,,,FUN,,,R,NA,No Value,Intro,PE,NoEjac,7,12,1,15
11:43:10,3/27/2023,2,AK,M,M035,,,JVMUN,,,CoAg,NA,No Value,NoIntro,NoPE,NoEjac,5,1,1,1
11:54:01,3/27/2023,1,CC,Ag,M026,M038,,M105,,,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value
11:56:10,3/27/2023,1,CC,Ag,M027,,,FUN,FUN,,NA,NA,RS,NA,NA,NA,No Value,No Value,No Value,No Value
12:02:34,3/27/2023,1,CC,M,M022,,,FUN,,,Gr,NA,No Value,NA,NA,NA,7,9,1,14
12:03:39,3/27/2023,1,CC,Ag,M173,,,FUN,FUN,,NA,NA,RS,NA,NA,NA,No Value,No Value,No Value,No Value
12:05:53,3/27/2023,1,CC,Ag,M027,M026,M112,JVUN,,,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value
12:07:00,3/27/2023,1,CC,Ag,M011,,,JVUN,JVUN,,NA,NA,RS,NA,NA,NA,No Value,No Value,No Value,No Value
12:20:30,3/27/2023,2,AK,M,M007,,,FUN,,,R,NA,No Value,Intro,PE,NA,4,3,1,5
12:25:47,3/27/2023,1,CC,Ag,M146,,,M105,M080,,NA,NA,RS,NA,NA,NA,No Value,No Value,No Value,No Value
12:27:37,3/27/2023,2,AK,M,M007,,,FUN,,,R,NA,No Value,Intro,PE,NoEjac,3,2,1,2
12:39:43,3/27/2023,2,AK,M,M166,,,M043,,,Gr,NA,No Value,NA,NA,NA,2,0,0,0
12:58:19,3/27/2023,2,AK,M,M166,,,M043,,,Gr,NA,No Value,NA,NA,NA,1,0,0,1
13:04:22,3/27/2023,2,AK,M,M166,,,M043,,,Gr,NA,No Value,NA,NA,NA,1,0,0,1
13:04:31,3/27/2023,2,AK,M,M166,,,M043,,,Gr,NA,No Value,NA,NA,NA,1,0,0,1
13:19:55,3/27/2023,1,CC,M,M147,,,FUN,,,Co-Ag,NA,No Value,NoIntro,PE,NoEjac,6,2,0,6
13:33:38,3/27/2023,1,CC,Ag,FUN,FUN,,M042,,,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value
13:48:37,3/27/2023,2,AK,M,M175,,,FUN,,,R,NA,No Value,Intro,PE,NoEjac,4,2,2,4
13:50:03,3/27/2023,2,AK,M,M175,,,FUN,,,R,NA,No Value,Intro,PE,Ejac,3,2,2,4
8:35:51,3/28/2023,1,CC,M,M157,,,FUN,,,R,NA,No Value,Intro,PE,NoEjac,12,16,1,23
8:42:48,3/28/2023,1,CC,M,M011,,,FUN,,,R,NA,No Value,NA,NA,NA,12,12,1,19
8:46:18,3/28/2023,1,CC,M,M146,,,FUN,,,R,NA,No Value,Intro,PE,NoEjac,6,8,2,14
8:46:53,3/28/2023,1,CC,Ag,M161,M022,M027,FUN,,,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value
8:48:46,3/28/2023,1,CC,Ag,M097,,,FUN,FUN,,NA,NA,RS,NA,NA,NA,No Value,No Value,No Value,No Value
8:49:24,3/28/2023,1,CC,Ag,M027,M161,,M146,,,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value
9:13:19,3/28/2023,1,CC,M,M168,,,FUN,,,R,NA,No Value,NA,NA,NA,NA,NA,NA,NA
9:15:15,3/28/2023,1,CC,M,M168,,,FUN,,,R,NA,No Value,NA,NA,NA,NA,NA,NA,NA
9:17:19,3/28/2023,1,CC,Ag,M027,M066,,M034,,,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value
9:44:32,3/28/2023,1,CC,M,M161,,,FUN,,,R,NA,No Value,NoIntro,NoPE,NoEjac,3,7,1,13
10:30:44,3/28/2023,1,CC,Ag,M037,M082,M034,FUN,,,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value
10:54:08,3/28/2023,1,CC,M,M209,,,FUN,,,R,NA,No Value,Intro,PE,NoEjac,7,8,3,15
10:54:32,3/28/2023,1,CC,M,M209,,,FUN,,,R,NA,No Value,Intro,PE,NoEjac,3,8,3,15
10:54:48,3/28/2023,1,CC,M,M209,,,FUN,,,R,NA,No Value,Intro,PE,NoEjac,8,8,3,15
10:55:20,3/28/2023,1,CC,M,M209,,,FUN,,,R,NA,No Value,Intro,PE,NoEjac,11,8,3,15
10:55:45,3/28/2023,1,CC,M,M209,,,FUN,,,R,NA,No Value,Intro,PE,Ejac,13,8,3,15
10:57:08,3/28/2023,1,CC,M,M221,,,FUN,,,R,NA,No Value,Intro,PE,Ejac,5,6,2,10
11:01:39,3/28/2023,1,CC,Ag,M161,,,JVUN,JVUN,,NA,NA,RS,NA,NA,NA,No Value,No Value,No Value,No Value
11:25:54,3/28/2023,1,CC,Ag,M027,,,JVUN,JVUN,,NA,NA,RS,NA,NA,NA,No Value,No Value,No Value,No Value
11:56:01,3/28/2023,1,CC,M,M252,,,FUN,,,Ag,NA,No Value,NoIntro,NoPE,NoEjac,2,3,0,4
12:52:06,3/28/2023,1,CC,Ag,M074,,,FUN,FUN,,NA,NA,RS,NA,NA,NA,No Value,No Value,No Value,No Value
13:01:50,3/28/2023,1,CC,Ag,M102,,,FUN,FUN,FUN,NA,NA,RS,NA,NA,NA,No Value,No Value,No Value,No Value
13:03:18,3/28/2023,1,CC,Ag,M027,,,M242,FUN,,NA,NA,RS,NA,NA,NA,No Value,No Value,No Value,No Value
13:08:38,3/28/2023,1,CC,M,M242,,,FUN,,,Gr,NA,No Value,NoIntro,PE,NoEjac,7,13,2,21
13:31:37,3/28/2023,1,CC,M,M097,,,FUN,,,R,NA,No Value,Intro,PE,Ejac,13,8,1,14
13:34:25,3/28/2023,1,CC,Ag,M026,M121,,FUN,FUN,FUN,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value
13:40:19,3/28/2023,1,CC,Ag,M162,,,M066,FUN,FUN,NA,NA,RS,NA,NA,NA,No Value,No Value,No Value,No Value
14:03:51,3/28/2023,1,CC,M,M162,,,FUN,,,Ag,NA,No Value,NoIntro,PE,NoEjac,3,6,0,8
8:30:39,3/29/2023,1,CC,M,M154,,,M127 (F),,,Gr,NA,No Value,Intro,PE,NoEjac,4,1,0,1
8:49:13,3/29/2023,1,CC,M,M027,,,FUN,,,Co-Ag,NA,No Value,NA,NA,NA,4,49,3,57
8:52:23,3/29/2023,1,CC,Ag,M027,FUN,,M030,,,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value
8:55:10,3/29/2023,1,CC,M,M141,,,FUN,,,F,NA,No Value,Intro,PE,Ejac,6,6,1,8
9:05:19,3/29/2023,2,AK,Ag,M212,FUN,,M138,,,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value
10:09:10,3/29/2023,1,CC,M,M097,,,FUN,,,Ag,NA,No Value,NoIntro,NoPE,NoEjac,2,2,0,9
10:10:50,3/29/2023,1,CC,M,M097,,,FUN,,,R,NA,No Value,Intro,PE,NoEjac,7,2,0,9
10:26:17,3/29/2023,1,CC,Ag,M202,,,M027,M090,,NA,NA,RS,NA,NA,NA,No Value,No Value,No Value,No Value
10:29:26,3/29/2023,1,CC,Ag,M205,,,M252,FUN,,NA,NA,RS,NA,NA,NA,No Value,No Value,No Value,No Value
10:31:19,3/29/2023,1,CC,Ag,M105,M205,,M042,,,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value
11:18:44,3/29/2023,1,CC,M,M095,,,FUN,,,R,NA,No Value,Intro,PE,NoEjac,5,9,0,14
11:21:57,3/29/2023,1,CC,M,M095,,,FUN,,,R,NA,No Value,Intro,PE,NoEjac,7,9,0,14
11:22:41,3/29/2023,1,CC,M,M095,,,FUN,,,R,NA,No Value,Intro,PE,NoEjac,4,9,0,14
11:23:08,3/29/2023,1,CC,M,M022,,,FUN,,,R,NA,No Value,NA,PE,NoEjac,4,6,0,13
11:26:03,3/29/2023,1,CC,Ag,M013,,,M095,FUN,,NA,NA,RS,NA,NA,NA,No Value,No Value,No Value,No Value
11:28:51,3/29/2023,1,CC,M,M112,,,FUN,,,NA,IgnoreRejection,No Value,NA,NA,NA,No Value,No Value,No Value,No Value
11:33:07,3/29/2023,1,CC,M,M161,,,FUN,,,R,NA,No Value,Intro,PE,NoEjac,7,8,1,16
11:33:45,3/29/2023,1,CC,M,M161,,,FUN,,,R,NA,No Value,Intro,PE,NoEjac,4,8,1,16
11:34:28,3/29/2023,1,CC,M,M161,,,FUN,,,R,NA,No Value,Intro,PE,Ejac,11,8,1,16
11:40:23,3/29/2023,2,AK,M,M166,,,M043,,,Gr,NA,No Value,NoIntro,PE,NoEjac,1,0,0,0
11:41:11,3/29/2023,2,AK,M,M166,,,M043,,,Gr,NA,No Value,NoIntro,PE,NoEjac,3,0,0,0
11:44:57,3/29/2023,2,AK,M,M166,,,M043,,,Gr,NA,No Value,NA,NA,NA,3,0,0,1
11:49:10,3/29/2023,2,AK,M,M166,,,M043,,,Gr,NA,No Value,Intro,PE,NoEjac,4,1,0,1
11:50:04,3/29/2023,1,CC,Ag,M162,,,FUN,FUN,FUN,NA,NA,RS,NA,NA,NA,No Value,No Value,No Value,No Value
11:53:15,3/29/2023,2,AK,M,M166,,,M043,,,Gr,NA,No Value,NA,NA,NA,3,0,0,1
11:54:46,3/29/2023,2,AK,M,M166,,,M043,,,Gr,NA,No Value,NoIntro,NoPE,NoEjac,1,0,0,0
11:56:33,3/29/2023,2,AK,M,M166,,,M043,,,Gr,NA,No Value,NoIntro,RPE,NoEjac,2,0,0,0
12:15:24,3/29/2023,2,AK,M,M166,,,M043,,,Gr,NA,No Value,NA,NA,NA,2,0,0,0
12:17:24,3/29/2023,2,AK,M,M166,,,M043,,,T,NA,No Value,NA,NA,NA,2,0,0,0
12:20:51,3/29/2023,2,AK,M,M166,,,M043,,,Gr,NA,No Value,NA,PE,NoEjac,2,0,0,0
12:23:16,3/29/2023,2,AK,M,M166,,,M043,,,NA,NA,No Value,NA,NA,NA,1,0,0,0
13:20:14,3/29/2023,2,AK,M,M197,,,FUN,,,R,NA,No Value,Intro,PE,Ejac,10,4,1,7
13:39:14,3/29/2023,2,AK,M,M007,,,FUN,,,NA,NA,No Value,Intro,PE,NoEjac,3,2,1,5
13:41:10,3/29/2023,2,AK,M,M007,,,FUN,,,Gr,NA,No Value,Intro,PE,Ejac,6,2,1,5
13:51:24,3/29/2023,2,AK,M,M114,,,FUN,,,R,NA,No Value,NA,NA,NA,4,3,2,3
13:51:53,3/29/2023,2,AK,M,M114,,,FUN,,,R,NA,No Value,NA,NA,NA,4,3,2,3
13:55:36,3/29/2023,2,AK,M,M114,,,FUN,,,R,NA,No Value,NA,NA,NA,4,1,1,1
13:57:57,3/29/2023,1,CC,Ag,M145,,,FUN,FUN,,NA,NA,RS,NA,NA,NA,No Value,No Value,No Value,No Value
13:59:35,3/29/2023,2,AK,Ag,M163,FUN,,FUN,,,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value
14:03:08,3/29/2023,2,AK,M,M114,,,FUN,,,NA,NA,No Value,NA,NA,NA,NA,NA,NA,NA
7:43:43,3/30/2023,1,CC,Ag,M105,,,M140,M252,M088,NA,NA,RS,NA,NA,NA,No Value,No Value,No Value,No Value
7:48:37,3/30/2023,1,CC,Ag,M013,,,FUN,FUN,,NA,NA,RS,NA,NA,NA,No Value,No Value,No Value,No Value
7:58:42,3/30/2023,2,AK,Ag,M175,M183,MUN,MUN,,,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value
7:59:20,3/30/2023,2,AK,Ag,M041,M132,,FUN,,,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value
8:00:27,3/30/2023,2,AK,M,M041,,,FUN,,,CoAg,NA,No Value,NoIntro,NoPE,NoEjac,1,1,1,6
8:12:51,3/30/2023,2,AK,Ag,M094,M044,,M138,,,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value
8:30:29,3/30/2023,2,AK,Ag,M103,,,M035,FUN,,NA,NA,RS,NA,NA,NA,No Value,No Value,No Value,No Value
8:37:45,3/30/2023,2,AK,Ag,M020,M009,,M001,,,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value
8:56:50,3/30/2023,2,AK,Ag,M053,FUN,,M020,,,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value
9:12:47,3/30/2023,2,AK,Ag,M183,MUN,,M155,,,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value
9:20:22,3/30/2023,1,CC,Ag,M013,M027,,M116,,,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value
9:22:39,3/30/2023,1,CC,Ag,M080,,,FUN,FUN,,NA,NA,RS,NA,NA,NA,No Value,No Value,No Value,No Value
9:52:35,3/30/2023,2,AK,M,M246,,,M267,,,T,NA,No Value,NA,NA,NA,10,2,2,7
10:03:31,3/30/2023,2,AK,Ag,M044,FUN,,M155,,,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value
10:50:17,3/30/2023,2,AK,M,M041,,,FUN,,,Gr,NA,No Value,Intro,PE,NoEjac,2,6,3,9
11:32:11,3/30/2023,1,CC,Ag,M074,,,FUN,FUN,,NA,NA,RS,NA,NA,NA,No Value,No Value,No Value,No Value
11:44:33,3/30/2023,1,CC,Ag,M162,M013,,M161,FUN,,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value
11:55:05,3/30/2023,2,AK,M,M001,,,FUN,,,R,NA,No Value,Intro,PE,Ejac,7,1,0,2
11:57:36,3/30/2023,2,AK,M,M001,,,FUN,,,R,NA,No Value,Intro,PE,NoEjac,4,1,0,2
11:59:42,3/30/2023,2,AK,M,M001,,,FUN,,,R,NA,No Value,Intro,PE,NA,3,1,0,2
12:17:59,3/30/2023,2,AK,M,M001,,,FUN,,,R,NA,No Value,Intro,PE,NA,5,3,1,3
12:19:47,3/30/2023,2,AK,M,M001,,,FUN,,,R,NA,No Value,NA,PE,,6,3,1,3
12:20:40,3/30/2023,2,AK,M,M001,,,FUN,,,R,NA,No Value,Intro,PE,NA,4,3,1,3
12:35:20,3/30/2023,2,AK,M,M062,,,FUN,,,Gr,NA,No Value,NA,NA,NA,3,0,0,0
12:37:02,3/30/2023,2,AK,M,M062,,,FUN,,,Gr,NA,No Value,Intro,PE,NA,No Value,0,0,0
12:37:58,3/30/2023,2,AK,M,M062,,,FUN,,,Gr,NA,No Value,Intro,PE,NA,2,0,0,0
12:38:53,3/30/2023,2,AK,M,M062,,,FUN,,,Gr,NA,No Value,NA,NA,NA,4,0,0,0
12:40:45,3/30/2023,2,AK,M,M062,,,FUN,,,Gr,NA,No Value,Intro,PE,NA,2,0,0,0
13:18:19,3/30/2023,1,CC,Ag,M112,M162,,FUN,FUN,,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value
13:18:54,3/30/2023,1,CC,Ag,M037,M242,,FUN,FUN,,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value
13:46:17,3/30/2023,2,AK,Ag,M041,M165,,MUN,,,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value
13:46:39,3/30/2023,1,CC,Ag,M173,,,FUN,FUN,,NA,NA,RS,NA,NA,NA,No Value,No Value,No Value,No Value
13:55:34,3/30/2023,1,CC,Ag,M022,,,FUN,FUN,JVUN,NA,NA,RS,NA,NA,NA,No Value,No Value,No Value,No Value
13:56:49,3/30/2023,1,CC,Ag,M027,M014,,M121,,,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value
13:59:01,3/30/2023,1,CC,M,M034,,,M140,,,Ag,NA,No Value,NoIntro,2PE,NoEjac,5,8,1,15
8:25:54,3/31/2023,2,AK,Ag,M187,M067,,M165,,,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value
8:36:07,3/31/2023,1,CC,Ag,M162,M026,,M006,M185,,NA,NA,AS-RS,NA,NA,NA,No Value,No Value,No Value,No Value
8:36:45,3/31/2023,2,AK,M,M114,,,FUN,,,F,NA,No Value,Intro,PE,NoEjac,14,16,6,28
9:06:31,3/31/2023,2,AK,Ag,M114,M103,,FUN,,,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value
9:09:58,3/31/2023,1,CC,Ag,M162,,,M145,M014,FUN,NA,NA,RS,NA,NA,NA,No Value,No Value,No Value,No Value
9:15:13,3/31/2023,1,CC,Ag,M026,,,M143,M011,M116,NA,NA,RS,NA,NA,NA,No Value,No Value,No Value,No Value
9:33:59,3/31/2023,2,AK,Ag,FUN,FUN,,FUN,,,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value
9:35:28,3/31/2023,1,CC,Ag,M066,,,JVUN,JVUN,,NA,NA,RS,NA,NA,NA,No Value,No Value,No Value,No Value
9:36:08,3/31/2023,2,AK,Ag,M058,FUN,,M025,,,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value
9:38:55,3/31/2023,1,CC,Ag,M162,,,M011,FUN,,NA,NA,RS,NA,NA,NA,No Value,No Value,No Value,No Value
9:41:56,3/31/2023,2,AK,M,M166,,,M043,,,T,NA,No Value,NoIntro,NoPE,NoEjac,2,2,1,3
9:43:14,3/31/2023,2,AK,M,M166,,,M043,,,T,NA,No Value,NoIntro,NoPE,NoEjac,3,2,1,3
9:59:02,3/31/2023,2,AK,Ag,M094,M212,,M138,,,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value
10:08:11,3/31/2023,2,AK,Ag,M187,M170,,M146,,,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value
11:14:07,3/31/2023,1,CC,Ag,M102,FUN,FUN,M185,,,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value
11:28:01,3/31/2023,1,CC,Ag,M013,M088,,M242,FUN,,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value
12:16:01,3/31/2023,1,CC,Ag,M011,,,M161,M092,,NA,NA,RS,NA,NA,NA,No Value,No Value,No Value,No Value
12:50:35,3/31/2023,1,CC,Ag,M105,,,M242,M151,FUN,NA,NA,RS,NA,NA,NA,No Value,No Value,No Value,No Value
13:42:23,3/31/2023,1,CC,Ag,M037,,,FUN,FUN,,NA,NA,RS,NA,NA,NA,No Value,No Value,No Value,No Value
8:01:53,4/4/2023,1,CC,Ag,M026,M011,,FUN,,,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value
8:08:57,4/4/2023,2,AK,Ag,M062,M007,,MUN,,,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value
8:14:53,4/4/2023,2,AK,Ag,M187,M063,M067,MUN,,,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value
8:18:30,4/4/2023,2,AK,Ag,M031,M103,,JVUN,,,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value
8:20:13,4/4/2023,1,CC,Ag,M161,M101,,FUN,,,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value
8:22:44,4/4/2023,1,CC,Ag,FUN,JVUN,,M099,,,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value
8:26:24,4/4/2023,2,AK,Ag,M187,M193,,M019,,,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value
8:29:54,4/4/2023,2,AK,Ag,M211,M132,,MUN,,,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value
8:32:02,4/4/2023,1,CC,Ag,M161,M252,,JVUN,,,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value
9:01:03,4/4/2023,1,CC,M,M224,,,M277 (F),,,F,NA,No Value,NA,NA,NA,3,10,0,18
9:16:14,4/4/2023,2,AK,Ag,M193,M170,,M146,,,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value
9:35:03,4/4/2023,2,AK,Ag,FUN,,,M206,M170,,NA,NA,RS,NA,NA,NA,No Value,No Value,No Value,No Value
9:53:08,4/4/2023,1,CC,Ag,M174,,,M049,M154,,NA,NA,RS,NA,NA,NA,No Value,No Value,No Value,No Value
9:59:29,4/4/2023,2,AK,Ag,M103,,,FUN,FUN,,NA,NA,RS,NA,NA,NA,No Value,No Value,No Value,No Value
10:11:01,4/4/2023,1,CC,M,M088,,,FUN,,,F,NA,No Value,Intro,PE,NoEjac,4,2,0,3
10:14:03,4/4/2023,2,AK,Ag,M200,M063,,FUN,,,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value
10:24:47,4/4/2023,1,CC,M,M088,,,FUN,,,F,NA,No Value,Intro,PE,NoEjac,6,2,0,3
10:27:17,4/4/2023,1,CC,M,M088,,,FUN,,,F,NA,No Value,Intro,PE,NoEjac,5,2,0,3
10:55:33,4/4/2023,2,AK,Ag,M212,M062,,M166,,,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value
12:00:01,4/4/2023,2,AK,M,M200,,,JVMUN,,,Gr,NA,No Value,NA,NA,NA,6,6,2,8
12:11:02,4/4/2023,2,AK,M,M200,,,JVMUN,,,Gr,NA,No Value,NoIntro,NoPE,NoEjac,5,4,1,5
12:13:46,4/4/2023,2,AK,M,M200,,,JVMUN,,,Gr,NA,No Value,Intro,PE,NoEjac,14,4,1,5
12:14:54,4/4/2023,2,AK,M,M200,,,JVMUN,,,Gr,NA,No Value,NA,PE,NA,5,4,1,5
12:25:20,4/4/2023,2,AK,Ag,M041,,,M036,FUN,,NA,NA,RS,NA,NA,NA,No Value,No Value,No Value,No Value
12:28:18,4/4/2023,2,AK,Ag,M062,,,JVUN,FUN,,NA,NA,RS,NA,NA,NA,No Value,No Value,No Value,No Value
12:58:01,4/4/2023,1,CC,Ag,M027,,,FUN,FUN,,NA,NA,RS,NA,NA,NA,No Value,No Value,No Value,No Value
13:03:42,4/4/2023,1,CC,Ag,M006,,,FUN,JVUN,JVUN,NA,NA,RS,NA,NA,NA,No Value,No Value,No Value,No Value
13:45:40,4/4/2023,1,CC,Ag,M026,,,FUN,FUN,JVUN,NA,NA,RS,NA,NA,NA,No Value,No Value,No Value,No Value
