time,date,group,obs,action,actor1,actor2,actor3,recipient1,recipient2,recipient3,context,response,agg_supp,intromission,pe,ejaculation,thrust_number,prox_10m_af,prox_10m_ef,prox_10m_all,notes,IOR
8:37:45,3/30/2023,2,AK,Ag,M020,M009,NA,M001,NA,NA,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
8:48:57,3/30/2023,2,AK,Ag,M247,NA,NA,M225,NA,NA,NA,NA,No Value,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
8:56:50,3/30/2023,2,AK,Ag,M053,M303,NA,M020,NA,NA,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
9:12:47,3/30/2023,2,AK,Ag,M183,M309,NA,M155,NA,NA,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
9:20:22,3/30/2023,1,CC,Ag,M013,M027,NA,M116,NA,NA,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
9:21:34,3/30/2023,2,AK,Ag,M007,NA,NA,M206,NA,NA,NA,NA,No Value,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
9:25:34,3/30/2023,2,AK,Ag,M147,NA,NA,M216,NA,NA,NA,NA,No Value,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
9:26:01,3/30/2023,1,CC,Ag,M102,NA,NA,M027,NA,NA,NA,NA,No Value,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
9:30:59,3/30/2023,2,AK,Ag,M031,NA,NA,M068,NA,NA,NA,NA,No Value,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
9:52:35,3/30/2023,2,AK,M,M246,NA,NA,M267,NA,NA,T,NA,No Value,NA,NA,NA,10,2,2,7,NA,NA
10:03:31,3/30/2023,2,AK,Ag,M044,M303,NA,M155,NA,NA,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
10:11:19,3/30/2023,2,AK,Ag,M067,NA,NA,M028,NA,NA,NA,NA,No Value,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
10:36:39,3/30/2023,1,CC,Ag,M161,NA,NA,M202,NA,NA,NA,NA,No Value,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
11:44:33,3/30/2023,1,CC,Ag,M162,M013,NA,M161,M303,NA,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
12:59:05,3/30/2023,1,CC,Ag,M066,NA,NA,M059,NA,NA,NA,NA,No Value,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
13:39:47,3/30/2023,1,CC,Ag,M161,NA,NA,M066,NA,NA,NA,NA,No Value,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
13:56:49,3/30/2023,1,CC,Ag,M027,M014,NA,M121,NA,NA,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
13:57:56,3/30/2023,1,CC,Ag,M156,NA,NA,M140,NA,NA,NA,NA,No Value,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
13:59:01,3/30/2023,1,CC,M,M034,NA,NA,M140,NA,NA,Ag,NA,No Value,NoIntro,2PE,NoEjac,5,8,1,15,NA,NA
8:25:54,3/31/2023,2,AK,Ag,M187,M067,NA,M165,NA,NA,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
8:28:36,3/31/2023,2,AK,Ag,M114,NA,NA,M182,NA,NA,NA,NA,No Value,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
8:28:55,3/31/2023,2,AK,Ag,M114,NA,NA,M182,NA,NA,NA,NA,No Value,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
8:36:07,3/31/2023,1,CC,Ag,M162,M026,NA,M006,M185,NA,NA,NA,AS-RS,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
8:42:40,3/31/2023,1,CC,Ag,M076,NA,NA,M143,NA,NA,NA,NA,No Value,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
8:50:52,3/31/2023,2,AK,Ag,M114,NA,NA,M228,NA,NA,NA,NA,No Value,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
8:53:17,3/31/2023,1,CC,Ag,M075,NA,NA,M066,NA,NA,NA,NA,No Value,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
8:54:38,3/31/2023,2,AK,Ag,M067,NA,NA,M187,NA,NA,NA,NA,No Value,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
8:55:40,3/31/2023,2,AK,Ag,M103,NA,NA,M025,NA,NA,NA,NA,No Value,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
9:00:47,3/31/2023,2,AK,Ag,M103,NA,NA,M077,NA,NA,NA,NA,No Value,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
9:06:55,3/31/2023,2,AK,Ag,M114,NA,NA,M103,NA,NA,NA,NA,No Value,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
9:09:58,3/31/2023,1,CC,Ag,M162,NA,NA,M145,M014,M303,NA,NA,RS,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
9:13:14,3/31/2023,1,CC,Ag,M022,NA,NA,M011,NA,NA,NA,NA,No Value,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
9:15:13,3/31/2023,1,CC,Ag,M026,NA,NA,M143,M011,M116,NA,NA,RS,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
9:30:59,3/31/2023,1,CC,Ag,M011,NA,NA,M006,NA,NA,NA,NA,No Value,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
9:31:16,3/31/2023,1,CC,Ag,M099,NA,NA,M082,NA,NA,NA,NA,No Value,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
9:34:18,3/31/2023,1,CC,Ag,M173,NA,NA,M202,NA,NA,NA,NA,No Value,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
9:36:08,3/31/2023,2,AK,Ag,M058,M303,NA,M025,NA,NA,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
9:38:55,3/31/2023,1,CC,Ag,M162,NA,NA,M011,M303,NA,NA,NA,RS,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
9:41:56,3/31/2023,2,AK,M,M166,NA,NA,M043,NA,NA,T,NA,No Value,NoIntro,NoPE,NoEjac,2,2,1,3,NA,NA
9:43:14,3/31/2023,2,AK,M,M166,NA,NA,M043,NA,NA,T,NA,No Value,NoIntro,NoPE,NoEjac,3,2,1,3,NA,NA
9:46:06,3/31/2023,1,CC,Ag,M097,NA,NA,M006,NA,NA,NA,NA,No Value,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
9:46:24,3/31/2023,1,CC,Ag,M095,NA,NA,M176,NA,NA,NA,NA,No Value,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
9:53:05,3/31/2023,2,AK,Ag,M044,NA,NA,M067,NA,NA,NA,NA,No Value,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
9:57:45,3/31/2023,1,CC,Ag,M161,NA,NA,M030,NA,NA,NA,NA,No Value,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
9:59:02,3/31/2023,2,AK,Ag,M094,M212,NA,M138,NA,NA,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
10:08:11,3/31/2023,2,AK,Ag,M187,M170,NA,M146,NA,NA,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
11:02:04,3/31/2023,2,AK,Ag,M187,NA,NA,M170,NA,NA,NA,NA,No Value,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
11:14:07,3/31/2023,1,CC,Ag,M102,M303,M303,M185,NA,NA,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value,"Actor (cont.) FUN, FUN",NA
11:28:01,3/31/2023,1,CC,Ag,M013,M088,NA,M242,M303,NA,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
11:46:29,3/31/2023,2,AK,Ag,M219,NA,NA,M216,NA,NA,NA,NA,No Value,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
12:13:57,3/31/2023,1,CC,Ag,M161,NA,NA,M076,NA,NA,NA,NA,No Value,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
12:16:01,3/31/2023,1,CC,Ag,M011,NA,NA,M161,M092,NA,NA,NA,RS,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
12:50:35,3/31/2023,1,CC,Ag,M105,NA,NA,M242,M151,M303,NA,NA,RS,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
12:54:39,3/31/2023,1,CC,Ag,M059,NA,NA,M105,NA,NA,NA,NA,No Value,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
8:05:57,4/4/2023,2,AK,Ag,M008,NA,NA,M044,NA,NA,NA,NA,No Value,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
8:07:56,4/4/2023,2,AK,Ag,M114,NA,NA,M132,NA,NA,NA,NA,No Value,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
8:25:19,4/4/2023,1,CC,Ag,M176,NA,NA,M059,NA,NA,NA,NA,No Value,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
8:26:24,4/4/2023,2,AK,Ag,M187,M193,NA,M019,NA,NA,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
8:32:57,4/4/2023,1,CC,Ag,M162,NA,NA,M042,NA,NA,NA,NA,No Value,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
8:35:16,4/4/2023,2,AK,Ag,M211,NA,NA,M031,NA,NA,NA,NA,No Value,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
8:39:02,4/4/2023,2,AK,Ag,M193,NA,NA,M160,NA,NA,NA,NA,No Value,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
8:43:48,4/4/2023,2,AK,Ag,M211,NA,NA,M146,NA,NA,NA,NA,No Value,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
8:49:42,4/4/2023,2,AK,Ag,M063,NA,NA,M210,NA,NA,NA,NA,No Value,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
9:09:31,4/4/2023,2,AK,Ag,M175,NA,NA,M177,NA,NA,NA,NA,No Value,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
9:13:46,4/4/2023,2,AK,Ag,M219,NA,NA,M216,NA,NA,NA,NA,No Value,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
9:15:34,4/4/2023,2,AK,Ag,M031,NA,NA,M216,NA,NA,NA,NA,No Value,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
9:16:14,4/4/2023,2,AK,Ag,M193,M170,NA,M146,NA,NA,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
9:26:01,4/4/2023,2,AK,Ag,M187,NA,NA,M177,NA,NA,NA,NA,No Value,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
9:29:57,4/4/2023,2,AK,Ag,M025,NA,NA,M216,NA,NA,NA,NA,No Value,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
9:53:08,4/4/2023,1,CC,Ag,M174,NA,NA,M049,M154,NA,NA,NA,RS,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
10:08:33,4/4/2023,2,AK,Ag,M007,NA,NA,M166,NA,NA,NA,NA,No Value,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
10:25:13,4/4/2023,2,AK,Ag,M225,NA,NA,M028,NA,NA,NA,NA,No Value,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
10:55:33,4/4/2023,2,AK,Ag,M212,M062,NA,M166,NA,NA,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
12:25:20,4/4/2023,2,AK,Ag,M041,NA,NA,M036,M303,NA,NA,NA,RS,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
14:03:51,4/4/2023,2,AK,M,M166,NA,NA,M043,NA,NA,Aff,NA,No Value,NoIntro,PE,NoEjac,1,0,0,0,NA,NA
14:05:17,4/4/2023,2,AK,M,M166,NA,NA,M043,NA,NA,Aff,NA,No Value,NA,NA,NA,4,1,0,2,NA,NA
14:07:45,4/4/2023,2,AK,M,M166,NA,NA,M043,NA,NA,Gr,NA,No Value,NA,NA,NA,3,1,0,2,NA,NA
8:12:22,4/5/2023,2,AK,Ag,M212,NA,NA,M146,NA,NA,NA,NA,No Value,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
8:22:24,4/5/2023,2,AK,Ag,M182,NA,NA,M031,NA,NA,NA,NA,No Value,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
8:24:18,4/5/2023,2,AK,Ag,M020,NA,NA,M103,NA,NA,NA,NA,No Value,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
10:14:04,4/5/2023,2,AK,Ag,M063,NA,NA,M245,NA,NA,NA,NA,No Value,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
8:18:57,4/10/2023,1,CC,Ag,M143,NA,NA,M064,NA,NA,NA,NA,No Value,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
8:24:37,4/10/2023,2,AK,Ag,M041,M007,NA,M212,NA,NA,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
8:26:13,4/10/2023,2,AK,M,M041,NA,NA,M007,NA,NA,CoAg,NA,No Value,NoIntro,NoPE,NoEjac,1,0,0,1,Part of coagg against ai1,NA
8:35:03,4/10/2023,2,AK,Ag,M063,M041,M247,M212,NA,NA,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
8:36:40,4/10/2023,2,AK,M,M212,NA,NA,M247,NA,NA,Ag,NA,No Value,NoIntro,NoPE,NoEjac,2,1,0,1,Aggressive calling at BX3 then went up and Med,NA
8:41:46,4/10/2023,2,AK,Ag,M103,M044,M211,M031,NA,NA,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
8:51:41,4/10/2023,2,AK,Ag,M165,NA,NA,M206,NA,NA,NA,NA,No Value,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
8:54:03,4/10/2023,2,AK,Ag,M212,NA,NA,M177,NA,NA,NA,NA,No Value,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
8:59:56,4/10/2023,2,AK,Ag,M062,M228,NA,M146,NA,NA,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
9:00:44,4/10/2023,2,AK,Ag,M062,NA,NA,M134,NA,NA,NA,NA,No Value,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
9:03:18,4/10/2023,2,AK,Ag,M103,NA,NA,M200,NA,NA,NA,NA,No Value,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
9:08:00,4/10/2023,2,AK,Ag,M062,M212,M228,M035,NA,NA,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
9:14:46,4/10/2023,2,AK,Ag,M126,M200,NA,M247,NA,NA,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
9:31:07,4/10/2023,2,AK,Ag,M212,M211,NA,M225,NA,NA,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
10:49:25,4/10/2023,2,AK,Ag,M063,NA,NA,M225,NA,NA,NA,NA,No Value,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
11:03:29,4/10/2023,2,AK,Ag,M001,NA,NA,M063,NA,NA,NA,NA,No Value,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
11:35:59,4/10/2023,2,AK,Ag,M200,NA,NA,M077,NA,NA,NA,NA,No Value,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
11:37:01,4/10/2023,2,AK,Ag,M077,NA,NA,M008,NA,NA,NA,NA,No Value,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
7:47:52,4/11/2023,2,AK,Ag,M132,NA,NA,M245,NA,NA,NA,NA,No Value,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
7:57:45,4/11/2023,2,AK,M,M245,NA,NA,M163,NA,NA,Ag,NA,No Value,NoIntro,NoPE,NoEjac,3,0,0,0,NA,NA
7:59:20,4/11/2023,2,AK,Ag,M245,NA,NA,M163,NA,NA,NA,NA,No Value,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
8:17:07,4/11/2023,2,AK,Ag,M212,NA,NA,M206,NA,NA,NA,NA,No Value,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
8:19:35,4/11/2023,2,AK,Ag,M225,M212,NA,M043,NA,NA,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
8:25:35,4/11/2023,2,AK,Ag,M163,M247,NA,M200,NA,NA,Ag,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
8:28:44,4/11/2023,2,AK,Ag,M007,M062,NA,M028,NA,NA,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
8:55:38,4/11/2023,2,AK,Ag,M211,NA,NA,M025,NA,NA,NA,NA,No Value,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
9:07:43,4/11/2023,2,AK,Ag,M062,M303,NA,M148,NA,NA,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
9:22:44,4/11/2023,2,AK,Ag,M212,NA,NA,M077,NA,NA,NA,NA,No Value,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
9:28:07,4/11/2023,2,AK,Ag,M212,M212,NA,M165,NA,NA,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
9:29:38,4/11/2023,2,AK,Ag,M132,M212,NA,M165,NA,NA,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
9:38:12,4/11/2023,2,AK,Ag,M211,NA,NA,M155,NA,NA,NA,NA,No Value,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
10:24:09,4/11/2023,2,AK,Ag,M114,NA,NA,M041,NA,NA,NA,NA,No Value,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
10:39:45,4/11/2023,2,AK,Ag,M001,M183,NA,M182,NA,NA,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
10:41:22,4/11/2023,2,AK,Ag,M212,NA,NA,M183,NA,NA,NA,NA,No Value,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
10:58:13,4/11/2023,2,AK,Ag,M187,NA,NA,M146,NA,NA,NA,NA,No Value,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
11:52:03,4/11/2023,2,AK,M,M182,NA,NA,M246,NA,NA,Gr,NA,No Value,NoIntro,PE,NoEjac,5,1,0,2,NA,NA
11:57:38,4/11/2023,2,AK,M,M182,NA,NA,M246,NA,NA,Gr,NA,No Value,NA,PE,NoEjac,4,1,0,2,NA,NA
12:34:40,4/11/2023,2,AK,Ag,M187,NA,NA,M025,NA,NA,NA,NA,No Value,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
7:46:57,4/12/2023,1,CC,Ag,M026,NA,NA,M066,M101,M308,NA,NA,RS,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
7:49:57,4/12/2023,2,AK,Ag,M182,NA,NA,M166,NA,NA,NA,NA,No Value,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
8:11:18,4/12/2023,2,AK,Ag,M247,NA,NA,M187,NA,NA,NA,NA,No Value,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
8:21:30,4/12/2023,1,CC,Ag,M027,NA,NA,M151,NA,NA,NA,NA,No Value,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
8:33:34,4/12/2023,2,AK,Ag,M132,M094,M212,M036,NA,NA,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value,Another actor 8O5,NA
8:49:13,4/12/2023,2,AK,Ag,M126,NA,NA,M163,NA,NA,NA,NA,No Value,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
8:50:09,4/12/2023,2,AK,Ag,M212,NA,NA,M166,NA,NA,NA,NA,No Value,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
8:58:32,4/12/2023,2,AK,Ag,M041,M303,NA,M187,NA,NA,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
9:01:29,4/12/2023,1,CC,Ag,M034,M303,NA,M026,NA,NA,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
9:12:18,4/12/2023,2,AK,Ag,M183,M303,NA,M031,NA,NA,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
9:35:18,4/12/2023,2,AK,Ag,M041,NA,NA,M063,NA,NA,NA,NA,No Value,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
9:38:15,4/12/2023,2,AK,Ag,M063,NA,NA,M018,NA,NA,NA,NA,No Value,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
9:41:13,4/12/2023,2,AK,Ag,M067,NA,NA,M018,NA,NA,NA,NA,No Value,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
9:45:20,4/12/2023,1,CC,Ag,M224,M303,NA,M093,NA,NA,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
9:55:33,4/12/2023,2,AK,Ag,M175,NA,NA,M126,NA,NA,NA,NA,No Value,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
10:04:52,4/12/2023,2,AK,Ag,M007,NA,NA,M138,NA,NA,NA,NA,No Value,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
10:13:18,4/12/2023,2,AK,Ag,M062,NA,NA,M146,NA,NA,NA,NA,No Value,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
10:18:11,4/12/2023,2,AK,Ag,M114,M303,NA,M180,NA,NA,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
10:28:56,4/12/2023,1,CC,Ag,M143,NA,NA,M026,NA,NA,NA,NA,No Value,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
10:33:09,4/12/2023,1,CC,Ag,M011,NA,NA,M097,NA,NA,NA,NA,No Value,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
10:36:42,4/12/2023,1,CC,Ag,M011,M303,NA,M090,NA,NA,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
10:40:17,4/12/2023,1,CC,Ag,M022,NA,NA,M099,M133,NA,NA,NA,RS,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
11:04:00,4/12/2023,2,AK,Ag,M212,NA,NA,M228,NA,NA,NA,NA,No Value,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
13:02:25,4/12/2023,2,AK,Ag,M058,M303,NA,M148,NA,NA,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
13:40:43,4/12/2023,2,AK,Ag,M193,NA,NA,M206,NA,NA,NA,NA,No Value,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
8:07:34,4/13/2023,2,AK,Ag,M114,NA,NA,M180,NA,NA,NA,NA,No Value,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
8:12:55,4/13/2023,2,AK,Ag,M212,NA,NA,M077,NA,NA,NA,NA,No Value,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
8:13:22,4/13/2023,2,AK,Ag,M126,NA,NA,M247,NA,NA,NA,NA,No Value,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
8:16:11,4/13/2023,2,AK,Ag,M212,M062,M044,M142,NA,NA,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
8:18:33,4/13/2023,2,AK,Ag,M044,NA,NA,M183,NA,NA,NA,NA,No Value,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
8:31:42,4/13/2023,2,AK,Ag,M114,NA,NA,M163,NA,NA,NA,NA,No Value,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
8:32:51,4/13/2023,2,AK,Ag,M114,NA,NA,M163,NA,NA,NA,NA,No Value,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
8:42:10,4/13/2023,2,AK,Ag,M114,NA,NA,M180,NA,NA,NA,NA,No Value,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
8:53:15,4/13/2023,2,AK,Ag,M008,NA,NA,M155,NA,NA,NA,NA,No Value,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
8:56:28,4/13/2023,2,AK,Ag,M225,NA,NA,M170,NA,NA,NA,NA,No Value,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
9:04:30,4/13/2023,2,AK,Ag,M212,NA,NA,M170,NA,NA,NA,NA,No Value,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
9:07:46,4/13/2023,2,AK,Ag,M008,NA,NA,M166,NA,NA,NA,NA,No Value,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
9:16:01,4/13/2023,2,AK,Ag,M041,NA,NA,M212,NA,NA,NA,NA,No Value,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
9:16:38,4/13/2023,2,AK,Ag,M094,NA,NA,M155,NA,NA,NA,NA,No Value,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
9:20:43,4/13/2023,2,AK,Ag,M062,NA,NA,M160,NA,NA,NA,NA,No Value,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
9:21:10,4/13/2023,2,AK,Ag,M062,M212,NA,M155,NA,NA,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
9:27:40,4/13/2023,2,AK,Ag,M114,NA,NA,M103,NA,NA,NA,NA,No Value,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
9:37:48,4/13/2023,2,AK,Ag,M148,NA,NA,M103,NA,NA,NA,NA,No Value,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
9:49:48,4/13/2023,2,AK,Ag,M007,NA,NA,M182,NA,NA,NA,NA,No Value,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
9:50:24,4/13/2023,2,AK,Ag,M009,NA,NA,M182,NA,NA,NA,NA,No Value,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
10:01:44,4/13/2023,2,AK,Ag,M212,NA,NA,M018,NA,NA,NA,NA,No Value,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
10:07:06,4/13/2023,2,AK,Ag,M062,NA,NA,M193,NA,NA,NA,NA,No Value,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
10:09:35,4/13/2023,2,AK,Ag,M126,NA,NA,M138,NA,NA,NA,NA,No Value,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
10:12:13,4/13/2023,2,AK,Ag,M187,NA,NA,M193,NA,NA,NA,NA,No Value,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
10:19:26,4/13/2023,2,AK,Ag,M166,NA,NA,M035,NA,NA,NA,NA,No Value,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
10:26:53,4/13/2023,2,AK,Ag,M114,NA,NA,M025,NA,NA,NA,NA,No Value,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
10:28:37,4/13/2023,2,AK,Ag,M212,M200,NA,M187,NA,NA,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
10:31:51,4/13/2023,2,AK,Ag,M187,NA,NA,M138,NA,NA,NA,NA,No Value,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
